100	0.053124 
200	0.048807 
300	0.044462 
400	0.042450 
500	0.041041 
600	0.040721 
700	0.040612 
800	0.040550 
900	0.040497 
1000	0.040434 
1100	0.040343 
1200	0.040071 
1300	0.039374 
1400	0.038737 
1500	0.038421 
1600	0.038221 
1700	0.038085 
1800	0.038013 
1900	0.037964 
2000	0.037907 
2100	0.037856 
2200	0.037807 
2300	0.037761 
2400	0.037715 
2500	0.037672 
2600	0.037631 
2700	0.037591 
2800	0.037543 
2900	0.037483 
3000	0.037422 
3100	0.037328 
3200	0.037234 
3300	0.037115 
3400	0.036991 
3500	0.036835 
3600	0.036658 
3700	0.036496 
3800	0.036346 
3900	0.036231 
4000	0.036128 
4100	0.036052 
4200	0.035999 
4300	0.035961 
4400	0.035929 
4500	0.035905 
4600	0.035880 
4700	0.035873 
4800	0.035852 
4900	0.035840 
5000	0.035827 
5100	0.035818 
5200	0.035806 
5300	0.035795 
5400	0.035783 
5500	0.035780 
5600	0.035768 
5700	0.035763 
5800	0.035752 
5900	0.035746 
6000	0.035743 
6100	0.035741 
6200	0.035730 
6300	0.035730 
6400	0.035727 
6500	0.035721 
6600	0.035715 
6700	0.035712 
6800	0.035706 
6900	0.035704 
7000	0.035702 
7100	0.035693 
7200	0.035688 
7300	0.035686 
7400	0.035685 
7500	0.035683 
7600	0.035679 
7700	0.035674 
7800	0.035675 
7900	0.035669 
8000	0.035667 
8100	0.035667 
8200	0.035670 
8300	0.035663 
8400	0.035662 
8500	0.035657 
8600	0.035655 
8700	0.035655 
8800	0.035652 
8900	0.035651 
9000	0.035652 
9100	0.035649 
9200	0.035652 
9300	0.035648 
9400	0.035646 
9500	0.035645 
9600	0.035645 
9700	0.035639 
9800	0.035643 
9900	0.035640 
10000	0.035636 
