100	0.179496 
200	0.146308 
300	0.134143 
400	0.125984 
500	0.120178 
600	0.115651 
700	0.112970 
800	0.111350 
900	0.110351 
1000	0.109701 
1100	0.108783 
1200	0.107680 
1300	0.106825 
1400	0.106390 
1500	0.106034 
1600	0.105359 
1700	0.104501 
1800	0.103981 
1900	0.103498 
2000	0.102980 
2100	0.102654 
2200	0.102364 
2300	0.101839 
2400	0.101602 
2500	0.101144 
2600	0.100860 
2700	0.100629 
2800	0.100521 
2900	0.100158 
3000	0.099994 
3100	0.099794 
3200	0.099590 
3300	0.099429 
3400	0.099163 
3500	0.098969 
3600	0.098704 
3700	0.098418 
3800	0.098300 
3900	0.098140 
4000	0.097872 
4100	0.097773 
4200	0.097554 
4300	0.097580 
4400	0.097406 
4500	0.097005 
4600	0.096817 
4700	0.096573 
4800	0.096348 
4900	0.096078 
5000	0.095949 
5100	0.095919 
5200	0.095848 
5300	0.095898 
5400	0.095825 
5500	0.095736 
5600	0.095708 
5700	0.095479 
5800	0.095351 
5900	0.095201 
6000	0.095103 
6100	0.095065 
6200	0.095057 
6300	0.095066 
6400	0.094947 
6500	0.094817 
6600	0.094678 
6700	0.094697 
6800	0.094599 
6900	0.094518 
7000	0.094555 
7100	0.094555 
7200	0.094524 
7300	0.094425 
7400	0.094263 
7500	0.094135 
7600	0.094054 
7700	0.093953 
7800	0.093836 
7900	0.093684 
8000	0.093549 
8100	0.093449 
8200	0.093352 
8300	0.093330 
8400	0.093295 
8500	0.093213 
8600	0.093150 
8700	0.093049 
8800	0.092981 
8900	0.092883 
9000	0.092670 
9100	0.092562 
9200	0.092530 
9300	0.092574 
9400	0.092542 
9500	0.092401 
9600	0.092269 
9700	0.092143 
9800	0.092051 
9900	0.091918 
10000	0.091746 
10100	0.091614 
10200	0.091501 
10300	0.091434 
10400	0.091453 
10500	0.091439 
10600	0.091454 
10700	0.091508 
10800	0.091509 
10900	0.091558 
11000	0.091659 
11100	0.091570 
11200	0.091624 
11300	0.091546 
11400	0.091564 
11500	0.091524 
11600	0.091471 
11700	0.091448 
11800	0.091462 
11900	0.091440 
12000	0.091415 
12100	0.091389 
12200	0.091308 
12300	0.091261 
12400	0.091290 
12500	0.091186 
12600	0.091145 
12700	0.091097 
12800	0.091121 
12900	0.091123 
13000	0.091189 
13100	0.091246 
13200	0.091401 
13300	0.091507 
13400	0.091546 
13500	0.091532 
13600	0.091546 
13700	0.091530 
13800	0.091546 
13900	0.091605 
14000	0.091725 
14100	0.091811 
14200	0.091931 
14300	0.091964 
14400	0.092072 
14500	0.092135 
14600	0.092291 
14700	0.092389 
14800	0.092497 
14900	0.092514 
15000	0.092534 
15100	0.092525 
15200	0.092488 
15300	0.092536 
15400	0.092568 
15500	0.092617 
15600	0.092673 
15700	0.092676 
15800	0.092714 
15900	0.092419 
16000	0.092148 
16100	0.092079 
16200	0.092195 
16300	0.092082 
16400	0.091878 
16500	0.091899 
16600	0.091859 
16700	0.091910 
16800	0.091940 
16900	0.091903 
17000	0.091931 
17100	0.092000 
17200	0.092047 
17300	0.092152 
17400	0.092173 
17500	0.092212 
17600	0.092277 
17700	0.092000 
17800	0.091833 
17900	0.091703 
18000	0.091674 
18100	0.091624 
18200	0.091430 
18300	0.090884 
18400	0.090492 
18500	0.090285 
18600	0.090313 
18700	0.090220 
18800	0.090193 
18900	0.090208 
19000	0.090263 
19100	0.090191 
19200	0.090125 
19300	0.090163 
19400	0.090188 
19500	0.090258 
19600	0.090350 
19700	0.090432 
19800	0.090536 
19900	0.090618 
20000	0.090615 
20100	0.090504 
20200	0.090460 
20300	0.090415 
20400	0.090476 
20500	0.090572 
20600	0.090667 
20700	0.090727 
20800	0.090765 
20900	0.090784 
21000	0.090717 
21100	0.090656 
21200	0.090680 
21300	0.090555 
21400	0.090501 
21500	0.090373 
21600	0.090308 
21700	0.090263 
21800	0.089931 
21900	0.089770 
22000	0.089593 
22100	0.089490 
22200	0.089380 
22300	0.089171 
22400	0.089145 
22500	0.088948 
22600	0.088992 
22700	0.088958 
22800	0.089056 
22900	0.088996 
23000	0.088971 
23100	0.088895 
23200	0.088856 
23300	0.088825 
23400	0.088776 
23500	0.088761 
23600	0.088872 
23700	0.088849 
23800	0.088842 
23900	0.088895 
24000	0.088948 
24100	0.088972 
24200	0.089129 
24300	0.089201 
24400	0.089340 
24500	0.089480 
24600	0.089610 
24700	0.089634 
24800	0.089815 
24900	0.089927 
25000	0.089645 
25100	0.089599 
25200	0.089506 
25300	0.089423 
25400	0.089446 
25500	0.089374 
25600	0.089447 
25700	0.089489 
25800	0.089483 
25900	0.089488 
26000	0.089237 
26100	0.089235 
26200	0.089141 
26300	0.089071 
26400	0.089060 
26500	0.089223 
26600	0.089227 
26700	0.089249 
26800	0.089236 
26900	0.089374 
27000	0.089252 
27100	0.089039 
27200	0.088776 
27300	0.088743 
27400	0.088852 
27500	0.088907 
27600	0.088947 
27700	0.089089 
27800	0.089119 
27900	0.089192 
28000	0.089220 
28100	0.089146 
28200	0.089081 
28300	0.089103 
28400	0.089122 
28500	0.089157 
28600	0.089283 
28700	0.089513 
28800	0.089664 
28900	0.089665 
29000	0.089749 
29100	0.089748 
29200	0.089768 
29300	0.089859 
29400	0.089952 
29500	0.090157 
29600	0.090351 
29700	0.090479 
29800	0.090618 
29900	0.090839 
30000	0.091210 
30100	0.091481 
30200	0.091717 
30300	0.091734 
30400	0.091837 
30500	0.091886 
30600	0.092004 
30700	0.092172 
30800	0.092185 
30900	0.092406 
31000	0.092448 
31100	0.092531 
31200	0.092613 
31300	0.092774 
31400	0.092887 
31500	0.093107 
31600	0.093281 
