2000	0.007449 
4000	0.006734 
6000	0.006229 
8000	0.004679 
10000	0.004279 
12000	0.004083 
14000	0.003842 
16000	0.003832 
18000	0.003899 
20000	0.003736 
22000	0.003594 
24000	0.003765 
26000	0.003610 
28000	0.003369 
30000	0.003353 
32000	0.003269 
34000	0.003084 
36000	0.003267 
38000	0.003045 
40000	0.003015 
42000	0.002793 
44000	0.002697 
46000	0.002695 
48000	0.002859 
50000	0.002788 
52000	0.002651 
54000	0.002702 
56000	0.003210 
58000	0.003341 
60000	0.003503 
62000	0.003536 
64000	0.003643 
66000	0.003253 
68000	0.003544 
70000	0.003898 
72000	0.003485 
74000	0.002988 
76000	0.003036 
78000	0.009650 
80000	0.003831 
82000	0.003666 
84000	0.003881 
86000	0.003503 
88000	0.003559 
90000	0.003491 
92000	0.003393 
94000	0.003526 
96000	0.003168 
98000	0.003770 
100000	0.003797 
