-0.123220	0.253248	0.209607	0.663940	-0.518080	0.539238
0.110308	0.032678	0.247445	0.552128	0.071195	-0.830714
0.071096	0.087981	0.282323	0.253913	-0.218194	0.942295
0.054875	-0.162872	0.398428	0.101550	-0.943597	-0.315139
-0.298375	-0.010468	0.081333	-0.115306	-0.335163	-0.935078
-0.239284	0.179613	0.086218	0.223317	-0.798575	0.558934
0.257820	-0.710503	0.241749	0.220908	-0.902667	-0.369313
-0.092876	-0.310317	0.872260	-0.195244	-0.356404	0.913705
-0.252695	-0.038335	0.182049	0.583165	-0.292792	0.757754
0.020749	0.198181	0.690630	0.358010	0.692385	0.626444
-0.037874	-0.046942	0.286057	0.279369	-0.845737	-0.454622
0.025696	0.140309	0.410947	-0.249966	0.649421	0.718171
-0.131689	0.099429	0.968901	-0.195827	0.415413	0.888304
0.022817	0.107778	0.438668	-0.678296	0.052223	0.732930
0.205636	0.494934	0.355800	0.047246	0.331367	-0.942318
-0.063170	0.266194	0.177612	-0.412190	0.899677	0.143804
-0.146494	0.069878	0.791061	-0.988848	0.131414	0.070076
0.144596	0.117192	0.941676	-0.256787	-0.061618	0.964502
-0.146612	-0.221904	0.557677	-0.508295	0.243728	-0.825974
0.337245	-0.062906	0.438664	0.716862	0.223524	-0.660413
-0.334717	0.601940	0.376298	-0.883399	0.468142	-0.021213
-0.020110	-0.118773	0.070156	-0.205541	-0.901038	-0.381948
-0.032714	-0.002224	0.620960	-0.621700	0.156289	-0.767504
0.447015	-0.082688	0.547294	0.583969	-0.500817	-0.638876
0.711168	0.206518	0.191205	0.773127	0.426218	-0.469694
0.284159	-0.042629	0.007964	0.326721	-0.944168	0.042434
0.077701	0.185351	0.543044	0.288590	0.690521	0.663247
0.225940	0.022063	0.100518	0.841236	-0.122662	-0.526571
0.192199	0.022929	0.014229	0.735093	-0.287687	-0.613901
-0.013235	-0.114723	0.559015	0.125633	0.029659	-0.991633
-0.159687	0.141786	0.170531	0.370897	-0.008803	0.928632
0.184225	0.294000	0.852743	0.333191	0.608165	0.720499
-0.316201	-0.144425	0.398326	0.684097	-0.135899	-0.716619
-0.015414	0.167170	0.491734	0.867806	0.264430	0.420701
0.259655	-0.005966	0.080747	0.857896	-0.040891	-0.512194
0.046100	0.105967	0.343269	0.371050	-0.639010	0.673786
0.047867	0.006951	0.863875	0.337999	-0.815693	0.469470
0.087457	-0.280762	0.727377	-0.287537	-0.957754	-0.005496
-0.068867	0.227910	0.362091	-0.208391	0.641449	0.738320
-0.279880	-0.357169	0.367167	-0.282718	-0.269772	-0.920486
0.097466	-0.146500	0.915643	-0.134748	0.155423	0.978615
0.306589	0.158766	0.074949	0.748759	0.101256	0.655063
0.104730	-0.079514	0.467332	0.521422	-0.408217	-0.749318
0.362910	0.253094	0.539154	0.446357	0.735167	0.510190
0.280855	0.198046	0.403780	-0.981763	-0.166562	-0.091643
-0.092010	-0.245029	0.805692	-0.790555	-0.465951	0.397383
-0.123229	0.137932	0.543680	-0.631853	0.767112	0.110912
0.089672	-0.445483	0.268911	-0.193248	0.067732	-0.978809
-0.096239	0.303332	0.159272	-0.980211	-0.196862	-0.020782
-0.110672	0.054603	0.398595	0.452756	-0.806105	-0.381060
-0.221325	-0.198225	0.427662	-0.627713	-0.481862	-0.611379
0.048516	0.131585	0.888606	0.267513	0.626197	0.732335
-0.369639	-0.369386	0.614534	-0.567983	-0.818170	-0.089407
-0.627866	0.080175	0.674675	-0.864495	0.072702	0.497356
0.316727	0.185789	0.428899	0.273534	0.768351	0.578632
0.009910	-0.070615	0.677191	-0.490867	-0.824568	-0.281314
-0.197192	0.041657	0.144481	-0.883329	0.459312	-0.093607
-0.332560	-0.423316	0.743581	-0.071680	-0.478125	0.875362
0.058135	0.146740	0.468663	-0.274741	-0.895400	-0.350394
0.171714	-0.254549	0.432729	-0.476408	0.431639	-0.765979
-0.404380	0.198867	0.385633	0.642240	0.753386	-0.141201
-0.127581	0.325743	0.181494	0.290198	-0.491914	0.820857
0.156478	-0.411294	0.859840	0.161858	-0.414961	0.895327
0.096551	0.081818	0.282988	-0.061052	-0.202339	0.977411
0.097890	-0.009095	0.985557	0.255322	-0.106223	0.961003
-0.700604	-0.154212	0.343239	-0.639265	-0.750222	0.168842
0.312474	-0.015515	0.388735	-0.765911	-0.319946	-0.557686
-0.684323	-0.081184	0.520742	-0.973750	0.193421	0.119993
0.021179	0.058685	0.406620	0.761410	-0.635158	-0.129725
0.107959	0.436692	0.280785	0.641699	0.504017	0.578091
-0.065454	0.189244	0.098579	-0.296684	0.949181	-0.105040
-0.151068	0.076263	0.605882	-0.729248	0.432281	0.530406
-0.220808	-0.262654	0.344504	-0.004404	0.418455	-0.908227
-0.040951	0.268010	0.294532	0.265078	-0.656108	-0.706580
-0.109525	-0.002400	0.545857	-0.800147	-0.044830	-0.598126
0.348788	-0.496138	0.480708	0.966546	-0.142858	-0.213028
0.075465	-0.111292	0.478989	-0.237910	-0.392383	-0.888501
-0.145342	0.161740	0.051591	-0.456122	0.509723	-0.729477
-0.022300	-0.411318	0.834022	-0.420112	-0.190603	0.887230
0.211067	-0.108961	0.561279	0.036408	-0.496109	-0.867496
0.144258	0.201555	0.034002	0.437427	-0.664397	0.605999
-0.164513	-0.020407	0.579955	-0.891009	0.069034	-0.448706
-0.042121	0.079785	0.378419	0.118700	0.288155	0.950198
-0.161329	0.177284	0.444995	0.690075	-0.706577	0.156671
-0.170785	0.261407	0.429863	0.769781	-0.479689	-0.421113
-0.027239	-0.033045	0.960162	0.057927	0.201324	0.977810
