3000 6 6
-0.121465 0.146326 0.965860 0.368740 0.109817 0.399224 
0.560193 -0.035450 -0.861483 0.733489 -0.850310 -0.579370 
-0.000362 0.162855 0.569875 0.704723 0.099536 -0.584424 
0.251651 -0.170902 -0.901613 0.642667 0.780111 0.100682 
0.490167 0.425023 0.502113 -0.308783 -0.099806 0.352095 
-0.597786 -0.691842 -0.684840 -0.094494 -0.295088 -0.011746 
-0.235239 0.197418 0.107752 0.672232 -0.165954 -0.522776 
0.694577 0.131433 0.498900 0.820936 -0.582015 0.810211 
0.336798 -0.145016 0.611207 0.382954 -0.217522 -0.704568 
0.512750 0.338884 -0.896517 0.242648 0.268992 0.194902 
0.122366 0.651218 0.214228 -0.465023 0.260943 -0.168468 
0.050895 -0.730481 -0.665619 0.608688 -0.282412 -0.233236 
-0.063025 -0.259499 0.367607 -0.930768 -0.102928 -0.579887 
-0.115525 0.928679 -0.253023 -0.816643 0.913069 0.423754 
0.234981 0.367411 0.734779 0.634255 0.044754 0.723000 
-0.251308 -0.029937 -0.252096 0.194763 -0.554627 0.621831 
-0.115153 0.213237 0.421876 0.484516 0.199066 0.248558 
-0.134570 0.542616 0.691771 -0.283742 -0.093352 0.625636 
0.161851 0.326753 0.107968 0.428862 0.266876 -0.402578 
-0.350310 -0.622449 -0.388609 -0.941479 0.314510 0.486866 
-0.050990 -0.053736 0.780309 -0.647646 -0.076676 0.650475 
0.054116 0.793740 0.004915 -0.631306 -0.808933 -0.044890 
0.302461 0.027453 0.792126 -0.348272 0.030726 0.278904 
0.931865 0.743055 -0.150034 0.126548 -0.457140 -0.920185 
-0.119632 0.404207 0.813204 0.052335 0.067600 0.232163 
0.182903 -0.043582 -0.492873 -0.078049 -0.997562 0.167912 
0.279857 -0.615646 0.604891 -0.878509 -0.058603 0.199546 
0.228316 0.690022 -0.996831 0.674620 -0.830256 0.300381 
0.001662 -0.139778 0.247209 -0.758901 -0.238374 0.223744 
0.118329 0.159050 0.953200 -0.944914 0.517507 -0.261434 
-0.115768 0.359128 0.866052 -0.792864 -0.153925 0.629397 
0.341668 -0.150297 -0.670241 0.322450 -0.677604 0.774503 
-0.038410 -0.071953 0.370888 0.506692 -0.243356 0.641532 
0.748704 0.302774 0.727606 -0.412691 0.729253 -0.160043 
0.252583 -0.046568 0.343467 -0.472526 -0.067890 -0.402903 
0.964354 0.997512 0.129383 -0.285077 0.870001 0.654829 
0.145685 0.124844 0.155769 -0.503831 0.307660 -0.131895 
0.393557 0.736151 0.961376 0.601581 0.112630 -0.047180 
-0.028538 0.312043 0.168813 -0.736888 -0.094210 0.027756 
0.173194 -0.703338 -0.341684 0.823448 0.649263 -0.241515 
-0.448824 0.202143 0.466793 0.616159 0.004366 -0.085869 
0.491625 -0.143757 -0.259763 -0.614554 -0.215550 0.600413 
-0.076548 0.292888 0.143712 -0.534183 0.058839 0.570465 
0.055192 -0.867426 -0.016927 -0.388098 0.829121 -0.944497 
-0.055288 0.541883 0.386699 -0.808243 0.300687 0.842503 
-0.160349 -0.378923 -0.191869 -0.386453 -0.112203 -0.936067 
-0.011844 0.381097 0.490122 -0.396428 0.274523 -0.479867 
-0.009524 0.146451 -0.181410 -0.970936 -0.219413 -0.550491 
-0.046028 0.149237 0.426260 0.521475 -0.420657 -0.158456 
-0.715322 0.460391 0.370922 -0.511106 0.454244 0.096773 
0.581263 0.186177 0.386544 0.566284 -0.004784 -0.909322 
-0.773274 -0.225328 -0.208481 0.842712 -0.812339 0.169453 
-0.034097 -0.201676 0.514044 0.236321 0.000094 -0.521004 
-0.146981 0.507802 -0.526318 0.230679 0.939034 -0.182452 
-0.115682 -0.031090 0.248876 0.819246 0.193408 0.324312 
0.884848 -0.818536 0.813171 -0.728358 0.783449 -0.361619 
0.038113 0.439127 0.018336 -0.333866 0.326241 0.036151 
0.056167 -0.689134 0.273360 0.122352 0.002712 0.320112 
0.209347 0.180801 0.120396 0.687420 -0.212325 -0.863426 
-0.687214 0.334751 0.878884 -0.181580 -0.629746 -0.650447 
-0.157060 -0.008622 0.074763 0.637415 -0.140055 -0.096588 
-0.505289 -0.202557 0.857592 -0.817592 -0.225094 -0.162796 
0.482745 -0.091023 0.333891 -0.654731 0.068870 0.096275 
-0.976775 -0.124378 0.268309 0.207113 -0.319358 -0.100702 
0.039920 0.279283 0.018515 0.140961 -0.073236 -0.831448 
0.079112 -0.616093 -0.095004 0.879616 0.116293 0.990775 
-0.158756 -0.143827 0.401506 0.946246 0.325204 -0.104275 
0.807783 0.360813 0.346585 -0.555516 0.261903 0.817056 
